"Price","Sq.feet","Title","Address","Date.Posted","Building.Type","Bedrooms","Bathrooms","Utilities","Wi.Fi.and.More","Parking.Included","Agreement.Type","Move.In.Date","Pet.Friendly","Furnished","Air.Conditioning","Personal.Outdoor.Space","Smoking.Permitted","Appliances","Amenities","Description","Visit.Counter","url"
2500,800,"2nd Floor: 2 Bedrooms, 1 Bathroom","King St W, Toronto, ON, M6K1H6","2024-03-12 03:37:54","Apartment","2","1",NA,"Not Included","1","1 Year","March 12, 2024","Limited","Yes","Yes","Not Included","Outdoors only",NA,NA,"2nd floor: Bright Open Updated Kitchen with Bedroom, 1 Bathroom, Full 3 Piece Bath,
Everything is included in the rentals except for internet.","61 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2nd-floor:-2-bedrooms-1-bathroom/1687973743"
2000,900,"Basement Apartment rent","M1B 1J2","2024-03-10 12:03:19","Basement","2","1",NA,"Internet","1","1 Year","March 12, 2024","No","Yes","Yes","Yard","Outdoors only","Laundry (In Unit), Dishwasher",NA,"Beautiful Basement Apartment with Separate Entrance to unit. Located Close To Amenities, Restaurants, Malls, Schools and Parks As Well As Being Located Near Easy Access To TTC and The 401. Property Features 2 Bedrooms, 1 Bathroom 1 kitchen and Ensuite Laundry. 1 Parking Space Provided. Tenant Responsible To Pay 40% Utilities.","82 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-rent/1687798782"
1950,550,"Keele and Eglinton one bedroom apartment","York, ON M6M 2A1","2024-03-11 19:56:48","Apartment","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","0","1 Year","April 1, 2024","Yes","No","No","Not Included","Outdoors only","Laundry (In Building), Fridge / Freezer",NA,"$1950 per month ! Utilities included!!!
Rent with confidence with us! Charming one bedroom apartment, freshly painted in a small and quiet building.","59 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/keele-and-eglinton-one-bedroom-apartment/1687937308"
2200,500,"250 St George - Studio Apartment for Rent","250 St. George Street, Toronto, ON, M5R 3L8","2024-03-08 05:50:33","Apartment","Bachelor/Studio","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","March 31, 2024","Yes","No","No","Balcony","No","Laundry (In Building)","Storage Space","Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/250-st-george-studio-apartment-for-rent/1686104805"
2950,700,"Luxury Brand New Furnished Condo for Rent / April 1st","North York, Toronto, ON M2J 0B4","2024-02-29 00:43:21","Condo","1 + Den","1","Hydro_Yes,Heat_Yes,Water_Yes","Cable / TVInternet","1","1 Year","April 1, 2024","No","Yes","Yes","Balcony","No","Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Don’t miss this beautiful furnished apartment on the 14th floor with a spectacular view…..! Enjoy a coffee looking out to unobstructed, breathtaking views, work comfortably from your home office space, or prepare a home cooked meal after a quick local grocery run at T&T supermarket. Walk across the street for a movie date at Cineplex or spend a day full of entertainment at the soon-to-be opened 20,000 sqft Playdium complex. With TTC subway access, steps from Fairview Mall, and highway access in every direction, this starter condo offers unparalleled convenience and excitement! Welcome to your urban oasis.
Extras
Fridge, Stove, B/I Dishwasher, Microwave, Combo Washer/Dryer,
All utilities & Parking Spot included.
Required:
++A tenant only
First and Last month rent by money order; proof of income (2 last paystubs or bank statements); current landlord name and phone number; credit check.
For more information, please contact me at (647) 922-8740 or by email.","30 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-brand-new-furnished-condo-for-rent-april-1st/1686783039"
2000,600,"Furnished Basement Apartment for rent","72 Hyacinth Crescent, Scarborough, ON M1X 1W7",NA,"Basement","1","1",NA,"Not Included","0","1 Year","March 1, 2024","No","Yes","Yes","Not Included","No",NA,NA,"Looking for a long term renter to occupy 1 Bedroom basement apartment in Morningside Heights, with a private entrance, and near a TTC bus stop.","129 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-basement-apartment-for-rent/1683968809"
1999,760,"Master bedroom for rent","Toronto St, Toronto, ON M5C",NA,"Apartment","3","2",NA,"Not Included","0","1 Year","January 23, 2024","No","No","Yes","Not Included","No",NA,NA,"Master bedroom with Attached bath (ensuite) and walk in closet in a brand new condo unit in Downtown Toronto.
- Walking distance to Toronto Union Station
- Walking distance to Markets, Financial , Entertainment district and waterfront
- Working professionals preferred.
Serious enquiries only.","261 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/master-bedroom-for-rent/1683203135"
2541,679,"Luxury Apartment in Downtown Toronto 1BHK In-Suite Laundry","Gerrard Street West, Toronto, ON","2024-02-18 00:58:27","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","Month-to-month","February 17, 2024","Yes","No","Yes","Not Included","Outdoors only","Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Contains
Dishwasher, Stove, Oven and Refrigerators
In-Unit Washer & Dryer
Walkable distance to buses and metro (1 min & 7 min)
Close to grocery store (7 mins walking)
Close to Eaton Center (12 mins walking)
Close to Toronto Metropolitan University (15 mins walking) & University of Toronto St George (15 mins walking)
Close to amazing nightlife in the heart of Downtown Toronto
Next to Shoppers Drug Mart, Tim Hortons, Canada Post
Amazing cafes and restaurants nearby
and MORE!!!!","203 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-apartment-in-downtown-toronto-1bhk-in-suite-laundry/1685640710"
1800,450,"1 Bed 2 Baths Apartment Downtown Toronto","College Street, Toronto, ON","2024-02-22 19:39:07","Apartment","1","2","Hydro_Yes,Heat_Yes,Water_Yes","Internet","0","Month-to-month","May 4, 2024","No","Yes","Yes","Not Included","Outdoors only","Laundry (In Building)","Gym, 24 Hour Security, Elevator in Building","Apartment is in CampusOne, an affiliated residence with the University of Toronto. Location is right by the University of Toronto and Spadina Avenue. It is perfect for U of T students looking for a place to stay for summer courses. Open to relet or sublet the current lease. Bedroom and living room have a wonderful view of the city skyline including the CN tower. Water, power, internet, heating and AC all covered by rent cost. Common space shared with three other men, but individual bedroom. Room only available to males. Room available starting May 2024 and lease ends August 2024 (perfect for U of T summer semester schedule).","409 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-2-baths-apartment-downtown-toronto/1681159611"
825,130,"One bedroom in a 2 bedroom apartment","North York, ON M3A 3B3","2024-02-29 03:11:32","Apartment","2","1","Hydro_Yes,Heat_Yes,Water_Yes","Internet","0","Month-to-month","March 1, 2024","No","Yes","No","Balcony","No",NA,NA,"Available starting March 1st, 2024 - Short Term","237 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-in-a-2-bedroom-apartment/1686792580"
2200,499,"Condo Apartment for rent","North York, ON M2L","2024-02-28 01:41:55","Condo","1","1",NA,"Not Included","0","1 Year","March 2, 2024","Yes","No","Yes","Not Included","No",NA,NA,"1 bed, 1 bath, in-unit laundry, water and heat included, locker, gym, pool, basketball court, yoga room, 24hr concierge, available April 1st","82 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-apartment-for-rent/1686675597"
1600,900,"Cozy Haven: Embrace Comfort in Our 1-Bedroom Basement Apartment","Scarborough, ON M1B","2024-03-11 22:56:38","Basement","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Internet","0","1 Year","April 1, 2024","No","No","Yes","Not Included","No","Laundry (In Building), Fridge / Freezer",NA,"This unique layout provides extra space for a home office, gym, guest room, or additional storage. Perfect for those seeking affordability without sacrificing functionality.","39 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/cozy-haven:-embrace-comfort-in-our-1-bedroom-basement-apartment/1687954031"
2040,404,"3 Broadway Avenue - 1 Bedroom Apartment for Rent","3 Broadway Avenue, Toronto, ON, M4P 1T7","2024-03-12 12:30:00","Apartment","1","1",NA,"Not Included","0","1 Year",NA,"No","No","Yes","Not Included","No",NA,NA,"Location Details",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-broadway-avenue-1-bedroom-apartment-for-rent/1687981577"
2100,800,"2 Bed / 1 Bath - Jane and Eglinton – Available March 1, 2024","York, ON M6M 2B5","2024-03-01 17:30:10","Apartment","2","1","Hydro_No,Heat_No,Water_Yes","Not Included","0","1 Year","March 1, 2024","No","No","No","Not Included","No","Laundry (In Building), Dishwasher, Fridge / Freezer","Storage Space","Charming two bedroom in Tudor-style walk up. This bright and spacious unit is located in the basement of a five-plex building and has approximately 800 square feet of living room, dining area, kitchen and one bathroom.","174 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1-bath-jane-and-eglinton-available-march-1-2024/1686973377"
2450,499,"1 Bed 1 Bath for Rent in Toronto (Yonge & Finch)","15 Holmes Avenue, Toronto, ON, M2N 0L4","2024-02-23 21:39:04","Condo","1","1","Hydro_No,Heat_No,Water_Yes","Not Included","1","1 Year","February 22, 2024","Yes","No","Yes","Balcony","Outdoors only","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge",NA,NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-for-rent-in-toronto-yonge-finch/1686216246"
2350,985,"2 Bedroom Apartment - Don Mills and York Mills - Available","100 Graydon Hall Drive, North Yorks, ON, M3A 3A7","2024-02-23 18:01:03","Apartment","2","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","No","Balcony","Yes","Laundry (In Building), Dishwasher, Fridge / Freezer","Elevator in Building",NA,NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-don-mills-and-york-mills-available/1505827517"
2639,994,"2 Bedroom Apartment for Rent - 3434 Eglinton Avenue East","3434 Eglinton Avenue East, Toronto, ON, M1J 2J1","2024-03-14 16:44:44","Apartment","2","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year",NA,"No","No","No","Not Included","No","Laundry (In Building)","Storage Space","Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-3434-eglinton-avenue-east/1684189233"
2450,519,"Rare Corner 1 BR in brand new building. Tons of light","101 Roehampton Avenue, Toronto, ON, M4P 2W2","2024-03-13 00:08:04","Apartment","1","1",NA,"Not Included","0","1 Year","October 1, 2023","Yes","No","Yes","Balcony","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building",NA,NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rare-corner-1-br-in-brand-new-building-tons-of-light/1671994469"
2450,350,"One bedroom loft style apartment in Kensington Market","75 Kensington Avenue, Toronto, Ontario",NA,"Apartment","1","1",NA,"Not Included","0","1 Year","November 1, 2023","No","Yes","No","Not Included","No","Laundry (In Building)",NA,"Bright one bedroom loft style apartment in Kensington Market. Kitchen appliances: fridge/freezer, stove, over the range microwave oven. Air conditioning optional.
The building is walking distance to the University of Toronto, Toronto Western hospital, College street and Chinatown. Streetcar is one block east. Municipal parking garage is steps from the building.
Utilities: $115.00/month
Please text 416-885-7166 to schedule an appointment and provide credentials.
Please specify: Unit 302","315 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-loft-style-apartment-in-kensington-market/1673628563"
2400,559,"Feb 01: Spacious 1 Bed Plus Den (DuPont/Lansdowne)","Dupont Street, Toronto, ON",NA,"Apartment","1 + Den","1",NA,"Not Included","0","1 Year","February 1, 2024","Yes","No","Yes","Balcony","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building","1 Bed plus Den. Den is very spacious. In Suite laundry and dishwasher. Shoppers and Food Basic in the condo unit.","183 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/feb-01:-spacious-1-bed-plus-den-dupont-lansdowne/1683209859"
1800,550,"Apartment for Rent","Lake Shore Blvd W, Toronto, ON M8V 1M4",NA,"Apartment","1","1",NA,"Not Included","0","1 Year","March 1, 2024","No","Yes","No","Not Included","No",NA,NA,"About Lake Shore Boulevard West, 26th Street, M8V 1M4","529 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-rent/1683346615"
